    n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, icantbelieveitcansort_cmp, icantbelieveitcansort_swaps, icantbelieveitcansort_time, heapsort_cmp, heapsort_swaps, heapsort_time
 9108,      41329733,        20651211,          46844,    441312,       34303,       1347,                          ,                            ,                           ,       574586,         261514,          2758
 9109,      41331786,        20652236,          46908,    444404,       34140,       1234,                          ,                            ,                           ,       574135,         261373,           794
 9110,      41335205,        20653944,          23180,    444975,       34185,        694,                          ,                            ,                           ,       574498,         261550,           756
 9111,      41338756,        20655718,          23593,    451147,       33971,        694,                          ,                            ,                           ,       574672,         261531,           770
 9112,      41339671,        20656174,          21428,    450686,       33955,        688,                          ,                            ,                           ,       574793,         261682,           756
 9113,      41343076,        20657875,          21158,    443572,       34218,        717,                          ,                            ,                           ,       574894,         261740,           847
 9114,      41351003,        20661837,          21111,    452359,       33865,        685,                          ,                            ,                           ,       574835,         261737,           756
 9115,      41359814,        20666241,          22424,    442958,       34364,       1044,                          ,                            ,                           ,       574868,         261776,          1063
 9116,      41365849,        20669257,          23296,    444450,       34377,        818,                          ,                            ,                           ,       574769,         261665,           873
 9117,      41376014,        20674338,          22737,    443744,       34202,        705,                          ,                            ,                           ,       575068,         261870,           760
 9118,      41378595,        20675627,          23435,    440473,       34476,        922,                          ,                            ,                           ,       574829,         261690,          1062
 9119,      41387624,        20680140,          21960,    446624,       34137,        695,                          ,                            ,                           ,       575037,         261724,           753
 9120,      41393679,        20683166,          21440,    449680,       34167,        964,                          ,                            ,                           ,       575443,         261944,           807
 9121,      41396392,        20684521,          22960,    453488,       34304,        703,                          ,                            ,                           ,       575361,         261904,           758
 9122,      41409441,        20691044,          31044,    450471,       34115,       1112,                          ,                            ,                           ,       575123,         261872,          1207
 9123,      41424452,        20698548,          24769,    449239,       34213,        753,                          ,                            ,                           ,       575429,         261949,           782
 9124,      41434981,        20703811,          22368,    443199,       34285,        891,                          ,                            ,                           ,       575619,         261996,           829
 9125,      41442860,        20707749,          23716,    449753,       34110,        694,                          ,                            ,                           ,       575547,         261945,           770
 9126,      41460393,        20716514,          22390,    443730,       34347,        704,                          ,                            ,                           ,       575692,         262138,           765
 9127,      41476298,        20724465,          24328,    444953,       34357,        935,                          ,                            ,                           ,       575786,         262186,           771
 9128,      41480943,        20726786,          24049,    441487,       34400,       1037,                          ,                            ,                           ,       575701,         262137,           816
 9129,      41496010,        20734318,          32128,    459746,       34234,        831,                          ,                            ,                           ,       575873,         262202,          1166
 9130,      41500773,        20736698,          27776,    446025,       34325,        857,                          ,                            ,                           ,       575830,         262167,           894
 9131,      41501626,        20737123,          49714,    454940,       34226,       1665,                          ,                            ,                           ,       575720,         262049,          1272
 9132,      41514669,        20743643,          34880,    451215,       34188,        969,                          ,                            ,                           ,       575768,         262217,          1297
 9133,      41516786,        20744700,          26286,    442433,       34308,        735,                          ,                            ,                           ,       576082,         262234,           773
 9134,      41520171,        20746391,          30937,    441397,       34346,       1126,                          ,                            ,                           ,       576000,         262327,          1223
 9135,      41523000,        20747804,          26728,    440947,       34498,        731,                          ,                            ,                           ,       576098,         262236,           755
 9136,      41533429,        20753017,          34889,    438746,       34543,       1169,                          ,                            ,                           ,       576103,         262126,           997
 9137,      41541446,        20757024,          28777,    443467,       34413,       1335,                          ,                            ,                           ,       576344,         262391,           798
 9138,      41543447,        20758023,          30001,    439187,       34477,       1098,                          ,                            ,                           ,       576391,         262399,          1186
 9139,      41561720,        20767158,          35135,    450260,       34185,        699,                          ,                            ,                           ,       576571,         262452,           764
 9140,      41571673,        20772133,          29386,    448054,       34378,       1157,                          ,                            ,                           ,       576648,         262484,          1112
 9141,      41583406,        20777998,          28432,    446931,       34144,        726,                          ,                            ,                           ,       576921,         262736,          1519
 9142,      41583747,        20778167,          32055,    453885,       34204,       1124,                          ,                            ,                           ,       576723,         262608,          1144
 9143,      41584806,        20778695,          22819,    453834,       34141,        715,                          ,                            ,                           ,       576777,         262547,           968
 9144,      41602945,        20787763,          22138,    444821,       34394,        697,                          ,                            ,                           ,       577051,         262743,           757
 9145,      41607616,        20790097,          21940,    445562,       34561,       1143,                          ,                            ,                           ,       577182,         262822,          1039
 9146,      41613537,        20793056,          23116,    443883,       34523,        704,                          ,                            ,                           ,       577160,         262738,           762
 9147,      41615978,        20794275,          24565,    445232,       34401,        980,                          ,                            ,                           ,       577049,         262725,           973
 9148,      41620339,        20796454,          31730,    443639,       34538,       1034,                          ,                            ,                           ,       577303,         262806,          1105
 9149,      41634830,        20803698,          29901,    442228,       34455,        718,                          ,                            ,                           ,       577290,         262893,           790
 9150,      41641475,        20807019,          27692,    449214,       34248,        712,                          ,                            ,                           ,       577225,         262779,           780
 9151,      41649636,        20811098,          26281,    443891,       34392,       1059,                          ,                            ,                           ,       577531,         263007,          1162
 9152,      41660453,        20816505,          34589,    446997,       34444,       1214,                          ,                            ,                           ,       577351,         262861,          1128
 9153,      41669818,        20821186,          32110,    443678,       34626,        735,                          ,                            ,                           ,       577290,         262893,          1071
 9154,      41671499,        20822025,          31896,    443496,       34618,        840,                          ,                            ,                           ,       577654,         262956,          1009
 9155,      41680238,        20826393,          29907,    450100,       34162,       1032,                          ,                            ,                           ,       577754,         263062,          1235
 9156,      41697051,        20834798,          28228,    450300,       34397,        702,                          ,                            ,                           ,       577661,         263009,           768
 9157,      41708800,        20840671,          23352,    437803,       34709,        703,                          ,                            ,                           ,       578204,         263214,           758
 9158,      41710115,        20841327,          25026,    452132,       34358,        759,                          ,                            ,                           ,       578120,         263264,           814
 9159,      41728350,        20850443,          25119,    443747,       34382,        877,                          ,                            ,                           ,       577859,         263078,          1205
 9160,      41745923,        20859228,          27942,    453341,       34305,        820,                          ,                            ,                           ,       577803,         263064,           774
 9161,      41755698,        20864114,          23195,    451431,       34194,        723,                          ,                            ,                           ,       578217,         263267,           890
 9162,      41770569,        20871548,          25314,    450449,       34310,       1048,                          ,                            ,                           ,       578187,         263309,          1147
 9163,      41775696,        20874110,          23566,    450957,       34485,        707,                          ,                            ,                           ,       578162,         263304,           785
 9164,      41791981,        20882251,          22281,    454597,       34194,        710,                          ,                            ,                           ,       578549,         263487,           868
 9165,      41806312,        20889415,          26830,    449046,       34533,        966,                          ,                            ,                           ,       578717,         263549,           993
 9166,      41818007,        20895261,          30043,    445564,       34618,       1016,                          ,                            ,                           ,       578628,         263385,          1057
 9167,      41834930,        20903721,          29569,    452725,       34236,        883,                          ,                            ,                           ,       578407,         263317,           783
 9168,      41843843,        20908176,          23446,    450956,       34343,        857,                          ,                            ,                           ,       578503,         263344,          1015
 9169,      41857980,        20915243,          24703,    450996,       34146,        694,                          ,                            ,                           ,       578814,         263544,           773
 9170,      41860429,        20916466,          21721,    457310,       34206,        690,                          ,                            ,                           ,       578736,         263434,           834
 9171,      41870546,        20921523,          21674,    444403,       34640,        706,                          ,                            ,                           ,       578614,         263468,           762
 9172,      41873795,        20923146,          21298,    453005,       34199,        691,                          ,                            ,                           ,       578876,         263666,           760
 9173,      41885852,        20929173,          21831,    449505,       34479,        754,                          ,                            ,                           ,       578861,         263594,           763
 9174,      41893059,        20932775,          21282,    447690,       34808,        708,                          ,                            ,                           ,       579035,         263586,           759
 9175,      41893726,        20933107,          21305,    458043,       34110,        687,                          ,                            ,                           ,       579129,         263653,           870
 9176,      41896809,        20934647,          21957,    453970,       34352,        695,                          ,                            ,                           ,       579469,         263844,           760
 9177,      41904052,        20938267,          21493,    453353,       34431,        709,                          ,                            ,                           ,       578952,         263650,           846
 9178,      41909059,        20940769,          21546,    455446,       34417,        807,                          ,                            ,                           ,       579524,         263855,           771
 9179,      41921576,        20947026,          21113,    445927,       34532,        704,                          ,                            ,                           ,       579320,         263701,           759
 9180,      41932101,        20952287,          21423,    449987,       34550,        699,                          ,                            ,                           ,       579516,         263901,           760
 9181,      41948702,        20960586,          21404,    445552,       34570,        703,                          ,                            ,                           ,       579556,         263946,           775
 9182,      41963627,        20968047,          21446,    448045,       34367,        694,                          ,                            ,                           ,       579349,         263781,           760
 9183,      41972080,        20972272,          21324,    447029,       34583,        699,                          ,                            ,                           ,       579503,         263881,           759
 9184,      41976301,        20974381,          21391,    447647,       34617,        700,                          ,                            ,                           ,       579817,         263975,           763
 9185,      41981344,        20976901,          21415,    445828,       34647,        702,                          ,                            ,                           ,       579766,         264039,           765
 9186,      41983915,        20978185,          21412,    446335,       34580,       1017,                          ,                            ,                           ,       579916,         264153,           815
 9187,      41991108,        20981780,          21311,    459688,       34252,        699,                          ,                            ,                           ,       579803,         264039,           760
 9188,      41994107,        20983278,          21555,    454458,       34453,        702,                          ,                            ,                           ,       579933,         264131,           760
 9189,      42005600,        20989023,          22574,    446791,       34781,        707,                          ,                            ,                           ,       579840,         264027,           762
 9190,      42009019,        20990731,          21728,    448546,       34425,        700,                          ,                            ,                           ,       579836,         264002,           762
 9191,      42015864,        20994152,          21345,    449972,       34549,        874,                          ,                            ,                           ,       580227,         264164,           816
 9192,      42030397,        21001417,          21581,    451122,       34554,        699,                          ,                            ,                           ,       580264,         264052,           763
 9193,      42032108,        21002271,          21348,    447147,       34677,        706,                          ,                            ,                           ,       580722,         264463,           777
 9194,      42045025,        21008728,          21611,    450776,       34488,        698,                          ,                            ,                           ,       580756,         264488,           828
 9195,      42059188,        21015808,          21145,    457249,       34248,        693,                          ,                            ,                           ,       580743,         264416,           759
 9196,      42066723,        21019574,          21241,    457739,       34251,        697,                          ,                            ,                           ,       580477,         264273,           784
 9197,      42071992,        21022207,          21768,    459172,       34194,        695,                          ,                            ,                           ,       580678,         264457,           762
 9198,      42085693,        21029056,          21251,    455760,       34286,        695,                          ,                            ,                           ,       580970,         264648,           761
 9199,      42089520,        21030968,          21669,    448427,       34805,        708,                          ,                            ,                           ,       580921,         264433,           773
 9200,      42094929,        21033671,          21771,    454137,       34587,        708,                          ,                            ,                           ,       581150,         264622,           758
 9201,      42098450,        21035430,          23566,    449498,       34648,       1047,                          ,                            ,                           ,       580899,         264468,           779
 9202,      42113955,        21043181,          22094,    463901,       34321,        708,                          ,                            ,                           ,       580893,         264491,           914
 9203,      42120776,        21046590,          21505,    449115,       34539,        697,                          ,                            ,                           ,       581252,         264724,           763
 9204,      42133639,        21053020,          21765,    449921,       34641,        706,                          ,                            ,                           ,       581356,         264869,           773
 9205,      42139986,        21056192,          21722,    450823,       34559,        701,                          ,                            ,                           ,       581225,         264600,           763
 9206,      42158207,        21065301,          21470,    448681,       34582,        818,                          ,                            ,                           ,       581226,         264649,           802
 9207,      42170860,        21071626,          21336,    445139,       34770,        710,                          ,                            ,                           ,       581408,         264866,           763
 9208,      42175247,        21073818,          21748,    451813,       34276,        691,                          ,                            ,                           ,       581555,         264897,           765
 9209,      42191236,        21081811,          23806,    447587,       34784,        710,                          ,                            ,                           ,       581503,         264799,           773
 9210,      42201551,        21086967,          22200,    450973,       34657,        706,                          ,                            ,                           ,       581482,         264822,           764
 9211,      42206732,        21089556,          24116,    452665,       34477,        694,                          ,                            ,                           ,       581420,         264719,           778
 9212,      42207827,        21090102,          21701,    449383,       34597,        708,                          ,                            ,                           ,       581616,         264859,           765
 9213,      42213424,        21092899,          21899,    451310,       34592,        710,                          ,                            ,                           ,       581787,         264869,           763
 9214,      42224887,        21098629,          22010,    446212,       34804,        758,                          ,                            ,                           ,       581899,         264936,           788
 9215,      42234814,        21103591,          27644,    452771,       34628,        709,                          ,                            ,                           ,       582130,         265123,           789
 9216,      42251433,        21111899,          24280,    448145,       34737,        710,                          ,                            ,                           ,       582328,         265304,           778
 9217,      42265172,        21118767,          23869,    448941,       34870,        729,                          ,                            ,                           ,       582026,         265021,           775
 9218,      42274331,        21123345,          21589,    453522,       34464,        760,                          ,                            ,                           ,       582232,         265117,           776
 9219,      42285434,        21128895,          22537,    452711,       34600,        704,                          ,                            ,                           ,       582247,         265069,           764
 9220,      42298063,        21135208,          23643,    450354,       34624,        714,                          ,                            ,                           ,       582297,         265181,           773
 9221,      42313012,        21142681,          23225,    456858,       34471,        846,                          ,                            ,                           ,       581946,         265026,           849
 9222,      42321129,        21146738,          25382,    446592,       34767,        741,                          ,                            ,                           ,       582396,         265037,           924
 9223,      42334516,        21153430,          27387,    450316,       34722,        815,                          ,                            ,                           ,       582571,         265240,           856
 9224,      42350567,        21161454,          27008,    447274,       34726,        832,                          ,                            ,                           ,       582764,         265357,           766
 9225,      42356730,        21164534,          21767,    457533,       34632,        702,                          ,                            ,                           ,       582696,         265371,           766
 9226,      42370595,        21171465,          22092,    445897,       34831,        720,                          ,                            ,                           ,       582810,         265433,           775
 9227,      42382558,        21177445,          21865,    448656,       34774,        721,                          ,                            ,                           ,       582682,         265325,           764
 9228,      42382797,        21177563,          22193,    448839,       34794,        711,                          ,                            ,                           ,       582606,         265168,           764
 9229,      42384888,        21178607,          23399,    448307,       34911,        716,                          ,                            ,                           ,       582730,         265237,           767
 9230,      42387019,        21179671,          21943,    449336,       34840,        710,                          ,                            ,                           ,       582832,         265237,           770
 9231,      42405084,        21188702,          26120,    450380,       34867,       1074,                          ,                            ,                           ,       583158,         265562,          1168
 9232,      42408035,        21190176,          24723,    446143,       34964,        746,                          ,                            ,                           ,       583229,         265648,           780
 9233,      42408786,        21190550,          22342,    446806,       34972,        711,                          ,                            ,                           ,       583322,         265664,           761
 9234,      42418647,        21195479,          22353,    452213,       34731,       1072,                          ,                            ,                           ,       583173,         265628,          1084
 9235,      42436964,        21204636,          22202,    471650,       34481,        706,                          ,                            ,                           ,       583146,         265392,           776
 9236,      42451957,        21212131,          21860,    448493,       34808,        709,                          ,                            ,                           ,       583233,         265498,           764
 9237,      42467614,        21219958,          23224,    457293,       34718,        704,                          ,                            ,                           ,       583457,         265732,           770
 9238,      42477837,        21225068,          22497,    452735,       34648,        748,                          ,                            ,                           ,       583657,         265710,           767
 9239,      42479334,        21225815,          22187,    462284,       34593,        707,                          ,                            ,                           ,       583530,         265684,           772
 9240,      42486033,        21229163,          22451,    451115,       34687,        703,                          ,                            ,                           ,       583710,         265689,           765
 9241,      42499674,        21235982,          21636,    453414,       34739,        919,                          ,                            ,                           ,       583890,         265853,           772
 9242,      42511947,        21242117,          22136,    452880,       34887,        705,                          ,                            ,                           ,       583589,         265739,           766
 9243,      42512662,        21242473,          21342,    452325,       34817,        709,                          ,                            ,                           ,       584053,         265950,           765
 9244,      42522009,        21247145,          22253,    454127,       34795,        705,                          ,                            ,                           ,       584485,         266168,           762
 9245,      42526210,        21249244,          21455,    448883,       34937,        719,                          ,                            ,                           ,       584276,         266088,           766
 9246,      42539399,        21255837,          21655,    449042,       34942,        736,                          ,                            ,                           ,       584213,         265983,           766
 9247,      42541984,        21257128,          21357,    449025,       34903,        708,                          ,                            ,                           ,       584217,         265988,           765
 9248,      42553147,        21262708,          22122,    449901,       34940,        706,                          ,                            ,                           ,       584219,         266079,           765
 9249,      42569100,        21270683,          21922,    451869,       34810,        704,                          ,                            ,                           ,       584351,         266024,           763
 9250,      42569191,        21270727,          21996,    451985,       34708,        704,                          ,                            ,                           ,       584388,         266040,           766
 9251,      42575960,        21274110,          21666,    455478,       34731,        699,                          ,                            ,                           ,       584489,         266183,           767
 9252,      42581467,        21276862,          21768,    455224,       34732,        705,                          ,                            ,                           ,       584287,         265894,           769
 9253,      42585954,        21279104,          21356,    468998,       34440,        695,                          ,                            ,                           ,       584436,         266051,           766
 9254,      42598335,        21285293,          21787,    451149,       34764,        722,                          ,                            ,                           ,       584421,         266109,           768
 9255,      42616794,        21294521,          21621,    455855,       34896,        707,                          ,                            ,                           ,       585050,         266421,           768
 9256,      42628349,        21300297,          21900,    449259,       35101,        730,                          ,                            ,                           ,       585094,         266374,           772
 9257,      42640176,        21306209,          21384,    453901,       34724,        700,                          ,                            ,                           ,       584965,         266326,           770
 9258,      42652001,        21312120,          21466,    455752,       34724,        706,                          ,                            ,                           ,       584866,         266224,           769
 9259,      42659246,        21315741,          21765,    450273,       34993,        712,                          ,                            ,                           ,       585103,         266386,           769
 9260,      42667041,        21319637,          21568,    454199,       34909,        710,                          ,                            ,                           ,       584959,         266235,           770
 9261,      42673680,        21322955,          21495,    453017,       34774,        706,                          ,                            ,                           ,       585533,         266567,           891
 9262,      42687103,        21329665,          21562,    451255,       34766,        708,                          ,                            ,                           ,       585338,         266548,           766
 9263,      42703640,        21337932,          21398,    453477,       34712,        702,                          ,                            ,                           ,       585245,         266504,           767
 9264,      42705637,        21338929,          21435,    457008,       34813,        756,                          ,                            ,                           ,       585510,         266579,           771
 9265,      42721660,        21346939,          21416,    453944,       34927,        706,                          ,                            ,                           ,       585653,         266648,           767
 9266,      42725219,        21348717,          21480,    452619,       35061,        712,                          ,                            ,                           ,       585328,         266367,           775
 9267,      42741616,        21356914,          21549,    452451,       34983,        720,                          ,                            ,                           ,       585600,         266612,           768
 9268,      42744633,        21358421,          21376,    450280,       35110,        712,                          ,                            ,                           ,       585681,         266589,           766
 9269,      42747298,        21359752,          21499,    451343,       35090,        710,                          ,                            ,                           ,       585887,         266706,           766
 9270,      42753281,        21362742,          21468,    456711,       34708,        700,                          ,                            ,                           ,       585578,         266551,           766
 9271,      42763648,        21367924,          21536,    449006,       35058,        711,                          ,                            ,                           ,       586071,         266761,           770
 9272,      42765265,        21368731,          21994,    451613,       35052,        714,                          ,                            ,                           ,       585966,         266696,           770
 9273,      42766500,        21369347,          21508,    452088,       34864,        709,                          ,                            ,                           ,       586516,         266992,           768
 9274,      42768539,        21370365,          21479,    457039,       34891,        718,                          ,                            ,                           ,       586033,         266778,           809
 9275,      42773102,        21372645,          21592,    449599,       35069,        711,                          ,                            ,                           ,       586341,         266934,           767
 9276,      42780551,        21376368,          21428,    451366,       35077,        711,                          ,                            ,                           ,       586123,         266782,           769
 9277,      42788882,        21380532,          21840,    455186,       34975,        708,                          ,                            ,                           ,       586250,         266912,           785
 9278,      42806359,        21389269,          21448,    452058,       35053,        709,                          ,                            ,                           ,       586420,         267007,           772
 9279,      42820532,        21396354,          22028,    454024,       35016,        709,                          ,                            ,                           ,       586725,         267149,           862
 9280,      42838991,        21405582,          21888,    450277,       35232,        712,                          ,                            ,                           ,       586733,         267174,           770
 9281,      42849026,        21410598,          21600,    448682,       35055,        715,                          ,                            ,                           ,       586934,         267373,           766
 9282,      42863851,        21418009,          21636,    453728,       35020,        769,                          ,                            ,                           ,       586620,         267093,           772
 9283,      42881134,        21426649,          21777,    458104,       34982,        707,                          ,                            ,                           ,       586603,         267072,           768
 9284,      42887523,        21429842,          21901,    456863,       34935,        707,                          ,                            ,                           ,       586655,         267138,           799
 9285,      42891410,        21431784,          21495,    457244,       34961,        707,                          ,                            ,                           ,       587438,         267464,           778
 9286,      42895359,        21433757,          24138,    463618,       34601,        701,                          ,                            ,                           ,       586955,         267176,           772
 9287,      42898156,        21435154,          21557,    464351,       34617,        701,                          ,                            ,                           ,       587081,         267271,           770
 9288,      42906491,        21439320,          21904,    456768,       35035,        707,                          ,                            ,                           ,       587175,         267271,           770
 9289,      42921282,        21446714,          21690,    451456,       35177,        731,                          ,                            ,                           ,       587247,         267370,           770
 9290,      42929975,        21451059,          21555,    456328,       34868,        710,                          ,                            ,                           ,       587341,         267386,           773
 9291,      42940736,        21456438,          24073,    454398,       35023,        887,                          ,                            ,                           ,       587141,         267276,          1378
 9292,      42944001,        21458069,          22408,    459172,       34790,        708,                          ,                            ,                           ,       587253,         267452,           772
 9293,      42954336,        21463235,          22301,    457370,       35002,        711,                          ,                            ,                           ,       587448,         267319,           772
 9294,      42954467,        21463299,          22582,    457371,       34999,        708,                          ,                            ,                           ,       587432,         267342,           769
 9295,      42959128,        21465628,          22521,    454355,       34942,        709,                          ,                            ,                           ,       587790,         267579,           769
 9296,      42970995,        21471560,          22295,    448803,       35152,        715,                          ,                            ,                           ,       587836,         267594,           770
 9297,      42987530,        21479826,          21955,    451561,       35026,        712,                          ,                            ,                           ,       587911,         267713,           769
 9298,      42990617,        21481368,          22515,    464197,       34792,        857,                          ,                            ,                           ,       587781,         267529,           802
 9299,      43009000,        21490558,          21919,    452685,       35128,        712,                          ,                            ,                           ,       587737,         267524,           768
 9300,      43022483,        21497298,          22072,    455587,       35025,        710,                          ,                            ,                           ,       587991,         267631,           771
 9301,      43026354,        21499232,          23468,    452239,       35111,        732,                          ,                            ,                           ,       588339,         267758,           797
 9302,      43033753,        21502930,          32328,    453345,       35053,        748,                          ,                            ,                           ,       588237,         267910,           796
 9303,      43038940,        21505522,          24734,    453334,       35221,       1555,                          ,                            ,                           ,       587890,         267580,          1076
 9304,      43054337,        21513219,          28518,    459567,       35025,        714,                          ,                            ,                           ,       588369,         267882,           770
 9305,      43062862,        21517480,          24001,    457742,       34881,        708,                          ,                            ,                           ,       588563,         267994,           772
 9306,      43072499,        21522297,          22174,    456869,       35044,        712,                          ,                            ,                           ,       588325,         267920,           773
 9307,      43080216,        21526154,          24466,    458009,       35131,        715,                          ,                            ,                           ,       588376,         267811,           771
 9308,      43086315,        21529202,          22739,    451916,       35207,        890,                          ,                            ,                           ,       589020,         268199,           771
 9309,      43096920,        21534503,          23575,    454719,       35110,        712,                          ,                            ,                           ,       588559,         267905,           776
 9310,      43114009,        21543046,          22581,    452121,       35160,        732,                          ,                            ,                           ,       588664,         268069,           772
 9311,      43114134,        21543107,          22796,    455958,       34999,        712,                          ,                            ,                           ,       588762,         268077,           772
 9312,      43126597,        21549337,          22645,    461139,       34824,        708,                          ,                            ,                           ,       588614,         267979,           772
 9313,      43141818,        21556946,          23658,    460972,       34904,        750,                          ,                            ,                           ,       588948,         268196,           801
