   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, icantbelieveitcansort_cmp, icantbelieveitcansort_swaps, icantbelieveitcansort_time, heapsort_cmp, heapsort_swaps, heapsort_time
 209,           830,             103,              3,      4190,         283,          5,                     87781,                         380,                         41,         8021,           3509,            10
 210,           833,             103,              3,      4079,         277,          5,                     88621,                         382,                         41,         8070,           3531,            10
 211,           836,             103,              3,      4103,         279,          5,                     89465,                         384,                         42,         8105,           3547,            10
 212,           839,             103,              4,      4218,         285,          5,                     90313,                         386,                         43,         8151,           3563,            11
 213,           842,             103,              3,      4222,         281,          6,                     91165,                         388,                        121,         8182,           3580,            32
 214,           845,             103,              6,      4207,         284,         13,                     92021,                         390,                         74,         8241,           3607,            15
 215,           848,             103,              3,      4220,         285,          7,                     92881,                         392,                         44,         8288,           3632,            11
 216,           851,             103,              3,      4512,         290,          6,                     93745,                         394,                         44,         8318,           3643,            11
 217,           854,             103,              5,      4538,         291,          6,                     94613,                         396,                         53,         8364,           3668,            11
 218,           859,             104,              3,      4606,         295,          6,                     95485,                         397,                         45,         8404,           3676,            11
 219,           862,             104,              3,      4603,         295,          5,                     96361,                         399,                         45,         8469,           3720,            11
 220,           865,             104,              3,      4373,         289,          6,                     97241,                         401,                         46,         8520,           3742,            11
 221,           868,             104,              3,      4418,         288,          6,                     98125,                         403,                         46,         8555,           3759,            11
 222,           875,             106,              3,      4287,         287,         20,                     99013,                         405,                         46,         8600,           3780,            11
 223,           878,             106,              3,      4383,         291,          6,                     99905,                         407,                         47,         8649,           3807,            11
 224,           881,             106,              3,      4408,         299,          6,                    100801,                         409,                         47,         8691,           3823,            11
 225,           886,             107,              6,      4423,         296,         10,                    101701,                         410,                         89,         8730,           3837,            19
 226,           889,             107,              6,      4452,         292,         10,                    102605,                         412,                         90,         8781,           3855,            19
 227,           892,             107,              6,      4484,         293,         11,                    103513,                         414,                         95,         8832,           3888,            21
 228,           895,             107,              6,      4635,         288,         11,                    104425,                         416,                         96,         8872,           3900,            19
 229,           898,             107,              7,      4697,         294,         11,                    105341,                         418,                        342,         8922,           3929,           105
 230,           903,             108,             22,      4465,         294,         12,                    106261,                         419,                        344,         8966,           3947,           166
 231,           910,             110,              7,      4516,         300,         14,                    107185,                         421,                         95,         9002,           3958,            21
 232,           917,             112,              7,      4590,         315,         36,                    108113,                         423,                         99,         9039,           3973,            21
 233,           920,             112,              6,      4595,         313,         11,                    109045,                         425,                         97,         9093,           4005,            21
 234,           923,             112,              4,      4671,         313,          8,                    109981,                         427,                         52,         9133,           4019,            15
 235,           926,             112,              3,      4684,         315,          7,                    110921,                         429,                         52,         9184,           4042,            12
 236,           929,             112,              5,      4898,         319,          7,                    111865,                         431,                         52,         9233,           4064,            12
 237,           932,             112,              3,      4915,         316,          6,                    112813,                         433,                         53,         9252,           4074,            12
 238,           937,             113,              3,      4663,         309,          6,                    113765,                         434,                         53,         9328,           4122,            12
 239,           940,             113,              3,      4683,         310,          6,                    114721,                         436,                         54,         9366,           4136,            12
 240,           943,             113,              3,      4814,         319,          9,                    115681,                         438,                         54,         9398,           4149,            12
 241,           948,             114,              3,      4916,         331,          6,                    116645,                         439,                         55,         9426,           4151,            12
 242,           955,             116,              3,      4800,         317,          6,                    117613,                         441,                         55,         9476,           4176,            12
 243,           958,             116,              3,      4863,         324,          5,                    118585,                         443,                         56,         9550,           4220,            12
 244,           961,             116,              4,      4898,         328,          6,                    119561,                         445,                         56,         9597,           4240,            12
 245,           964,             116,              3,      4852,         319,          6,                    120541,                         447,                         56,         9649,           4267,            12
 246,           969,             117,              4,      4978,         323,          6,                    121525,                         448,                         57,         9673,           4280,            12
 247,           974,             118,              4,      5030,         328,          6,                    122513,                         449,                         57,         9710,           4297,            12
 248,           979,             119,              4,      4916,         329,          7,                    123505,                         450,                         58,         9764,           4325,            14
 249,           982,             119,              4,      4881,         327,          6,                    124501,                         452,                         58,         9801,           4344,            12
 250,           985,             119,              4,      4935,         324,          6,                    125501,                         454,                         59,         9860,           4374,            12
 251,           990,             120,              4,      4967,         327,          5,                    126505,                         455,                         59,         9882,           4384,            12
 252,           993,             120,              4,      5238,         336,          7,                    127513,                         457,                         60,         9917,           4389,            13
 253,           996,             120,              4,      5221,         337,          6,                    128525,                         459,                         86,         9950,           4405,            18
 254,          1001,             121,              4,      5126,         342,          8,                    129541,                         460,                         61,        10001,           4427,            13
 255,          1006,             122,              4,      5186,         327,          7,                    130561,                         461,                         61,        10050,           4458,            13
 256,          1009,             122,              4,      5468,         335,          7,                    131585,                         463,                         61,        10117,           4495,            13
 257,          1012,             122,              4,      5511,         336,          7,                    132613,                         465,                         62,        10161,           4514,            13
 258,          1017,             123,              4,      5144,         330,          7,                    133645,                         466,                         62,        10212,           4526,            13
 259,          1020,             123,              7,      5241,         342,         11,                    134681,                         468,                        106,        10238,           4535,            23
 260,          1023,             123,              4,      5290,         350,          8,                    135721,                         470,                         63,        10299,           4555,            14
 261,          1026,             123,              4,      5263,         350,          7,                    136765,                         472,                         64,        10348,           4579,            13
 262,          1029,             123,              4,      5276,         341,          7,                    137813,                         474,                         64,        10392,           4593,            14
 263,          1032,             123,              4,      5314,         344,          8,                    138865,                         476,                         65,        10448,           4624,            14
 264,          1035,             123,              4,      5408,         361,          7,                    139921,                         478,                         65,        10498,           4648,            13
 265,          1038,             123,              4,      5367,         358,          6,                    140981,                         478,                         66,        10556,           4673,            14
 266,          1041,             123,              4,      5346,         341,          7,                    142045,                         481,                         66,        10588,           4680,            14
 267,          1044,             123,              4,      5377,         342,          6,                    143113,                         481,                         67,        10647,           4706,            13
 268,          1047,             123,              4,      5435,         355,          7,                    144185,                         484,                         87,        10701,           4731,            14
 269,          1050,             123,              4,      5466,         363,          7,                    145261,                         486,                         68,        10741,           4746,            14
 270,          1053,             123,              4,      5444,         364,          7,                    146341,                         488,                         68,        10802,           4773,            14
 271,          1058,             124,              4,      5480,         367,          6,                    147425,                         489,                         68,        10846,           4790,            13
 272,          1065,             126,              4,      5536,         362,          7,                    148513,                         491,                         69,        10893,           4813,            14
 273,          1070,             127,              4,      5590,         364,          7,                    149605,                         492,                         70,        10941,           4829,            14
 274,          1073,             127,              9,      5489,         359,          7,                    150701,                         494,                         70,        10996,           4861,            14
 275,          1076,             127,              4,      5511,         359,          6,                    151801,                         496,                         70,        11027,           4866,            14
 276,          1081,             128,              4,      5762,         365,          7,                    152905,                         497,                         71,        11096,           4898,            14
 277,          1088,             130,              4,      5658,         365,          7,                    154013,                         499,                         71,        11137,           4914,            14
 278,          1091,             130,              4,      5828,         383,          8,                    155125,                         501,                         72,        11188,           4936,            16
 279,          1094,             130,              4,      5842,         382,          7,                    156241,                         503,                         73,        11229,           4952,            20
 280,          1097,             130,              8,      5823,         381,         12,                    157361,                         505,                        129,        11288,           4986,            25
 281,          1102,             131,              7,      5857,         383,         12,                    158485,                         506,                        104,        11342,           5013,            16
 282,          1105,             131,              4,      5745,         370,          8,                    159613,                         508,                         74,        11382,           5018,            15
 283,          1110,             132,              4,      5754,         376,          7,                    160745,                         509,                         75,        11451,           5056,            20
 284,          1113,             132,              4,      6100,         376,          8,                    161881,                         511,                         75,        11486,           5063,            16
 285,          1116,             132,              4,      6133,         378,         13,                    163021,                         513,                         85,        11539,           5091,            15
 286,          1121,             133,              4,      5838,         381,          8,                    164165,                         514,                         76,        11578,           5102,            15
 287,          1126,             134,              4,      5859,         382,          7,                    165313,                         515,                         77,        11625,           5132,            15
 288,          1133,             136,              4,      5999,         383,          8,                    166465,                         517,                         77,        11694,           5158,            15
 289,          1142,             139,              7,      5989,         388,          7,                    167621,                         520,                         78,        11735,           5179,            15
 290,          1145,             139,              4,      5968,         384,          7,                    168781,                         522,                         78,        11792,           5204,            15
 291,          1148,             139,              4,      5993,         392,          7,                    169945,                         524,                         79,        11852,           5233,            15
 292,          1151,             139,              4,      5929,         382,          7,                    171113,                         526,                         79,        11906,           5255,            15
 293,          1154,             139,              4,      5906,         376,          7,                    172285,                         528,                         80,        11941,           5271,            15
 294,          1157,             139,              4,      6072,         385,          7,                    173461,                         530,                         80,        11977,           5277,            18
 295,          1160,             139,              4,      6056,         384,          6,                    174641,                         532,                         81,        12028,           5301,            15
 296,          1167,             141,              4,      6048,         396,          7,                    175825,                         534,                         81,        12080,           5324,            16
 297,          1170,             141,              8,      6031,         393,         13,                    177013,                         536,                        149,        12155,           5364,            26
 298,          1173,             141,              8,      6101,         401,         14,                    178205,                         538,                        156,        12189,           5375,            27
 299,          1176,             141,             15,      6109,         396,         14,                    179401,                         540,                        160,        12239,           5398,            27
 300,          1179,             141,              8,      6084,         390,         14,                    180601,                         542,                        167,        12290,           5416,            28
 301,          1182,             141,              9,      6112,         392,         14,                    181805,                         544,                        164,        12330,           5434,            28
 302,          1185,             141,              9,      6144,         395,         14,                    183013,                         546,                        157,        12378,           5453,            26
 303,          1190,             142,              8,      6152,         395,         14,                    184225,                         547,                        159,        12424,           5481,            28
 304,          1197,             144,              8,      6266,         404,         14,                    185441,                         549,                        390,        12487,           5506,            26
 305,          1206,             147,              9,      6230,         404,         15,                    186661,                         552,                        153,        12529,           5527,            31
 306,          1209,             147,              8,      6423,         419,         15,                    187885,                         554,                        169,        12596,           5560,            28
 307,          1212,             147,              9,      6433,         418,         15,                    189113,                         556,                        165,        12621,           5573,            30
 308,          1217,             148,              8,      6500,         419,         15,                    190345,                         557,                        174,        12657,           5575,            31
 309,          1220,             148,              9,      6525,         419,         15,                    191581,                         559,                        175,        12735,           5619,            30
 310,          1223,             148,              8,      6462,         425,         15,                    192821,                         561,                        172,        12789,           5643,            28
 311,          1226,             148,              9,      6485,         426,         15,                    194065,                         563,                        178,        12854,           5682,            29
 312,          1229,             148,              9,      6550,         409,         15,                    195313,                         565,                        178,        12889,           5695,            30
 313,          1234,             149,              9,      6579,         407,         15,                    196565,                         566,                        178,        12936,           5712,            29
 314,          1239,             150,              9,      6500,         407,         15,                    197821,                         567,                        179,        12993,           5736,            29
 315,          1242,             150,              9,      6512,         411,         14,                    199081,                         569,                        178,        13030,           5756,            29
 316,          1245,             150,              9,      6751,         411,         15,                    200345,                         571,                        178,        13092,           5786,            31
 317,          1248,             150,             54,      6796,         423,         14,                    201613,                         573,                        256,        13149,           5817,            18
 318,          1253,             151,              5,      6571,         420,          9,                    202885,                         574,                         94,        13188,           5832,            18
 319,          1260,             153,              5,      6599,         422,          8,                    204161,                         576,                         94,        13226,           5850,            17
 320,          1269,             156,              5,      6736,         424,          9,                    205441,                         579,                         95,        13280,           5871,            17
 321,          1272,             156,              5,      6781,         429,          8,                    206725,                         581,                        101,        13316,           5883,            18
 322,          1275,             156,              5,      6815,         435,          9,                    208013,                         583,                         96,        13371,           5906,            17
 323,          1278,             156,              5,      6687,         432,          8,                    209305,                         585,                         97,        13429,           5931,            17
 324,          1281,             156,              5,      6729,         436,          9,                    210601,                         587,                         97,        13499,           5966,            17
 325,          1286,             157,              5,      6787,         439,          8,                    211901,                         588,                         98,        13537,           5982,            17
 326,          1289,             157,              5,      6889,         434,          9,                    213205,                         590,                        108,        13588,           6004,            17
 327,          1292,             157,              5,      6916,         433,          8,                    214513,                         592,                         99,        13635,           6030,            17
 328,          1297,             158,              5,      6958,         431,          8,                    215825,                         593,                        100,        13701,           6058,            17
 329,          1300,             158,              5,      6917,         445,          8,                    217141,                         595,                        100,        13718,           6061,            17
 330,          1303,             158,              5,      6928,         445,          8,                    218461,                         597,                        101,        13800,           6102,            17
 331,          1308,             159,              5,      6973,         451,          8,                    219785,                         598,                        101,        13836,           6120,            17
 332,          1313,             160,              5,      7179,         438,          8,                    221113,                         599,                        102,        13893,           6142,            19
 333,          1322,             163,              5,      7196,         441,          8,                    222445,                         602,                        102,        13933,           6159,            18
 334,          1325,             163,             42,      7275,         448,          9,                    223781,                         604,                        103,        13998,           6195,            18
 335,          1328,             163,              5,      7306,         453,          8,                    225121,                         606,                        104,        14037,           6213,            17
 336,          1331,             163,              5,      7082,         445,          9,                    226465,                         608,                        108,        14100,           6240,            23
 337,          1334,             163,              5,      7160,         449,          9,                    227813,                         610,                        105,        14146,           6259,            18
 338,          1337,             163,              5,      7094,         455,          9,                    229165,                         612,                        143,        14173,           6261,            27
 339,          1340,             163,              5,      7104,         454,          8,                    230521,                         614,                        106,        14228,           6288,            18
 340,          1345,             164,              5,      7358,         458,          9,                    231881,                         615,                        119,        14297,           6323,            23
 341,          1350,             165,              6,      7302,         451,         12,                    233245,                         616,                        148,        14351,           6351,            19
 342,          1353,             165,              5,      7332,         455,         10,                    234613,                         618,                        108,        14391,           6368,            19
 343,          1356,             165,              5,      7348,         458,          8,                    235985,                         620,                        109,        14471,           6413,            19
 344,          1359,             165,              5,      7161,         449,          9,                    237361,                         622,                        110,        14483,           6406,            18
 345,          1366,             167,              5,      7248,         461,          9,                    238741,                         624,                        126,        14536,           6427,            19
 346,          1371,             168,              5,      7204,         461,          9,                    240125,                         625,                        111,        14595,           6452,            19
 347,          1382,             172,              5,      7316,         466,          9,                    241513,                         629,                        111,        14639,           6473,            18
 348,          1385,             172,              2,      7379,         471,          9,                    242905,                         631,                        112,        14700,           6504,            19
 349,          1388,             172,              2,      7403,         472,          9,                    244301,                         633,                        115,        14736,           6518,            19
 350,          1391,             172,              1,      7336,         467,          9,                    245701,                         635,                        113,        14797,           6552,            19
 351,          1396,             173,              1,      7379,         466,          8,                    247105,                         636,                        114,        14822,           6558,            19
 352,          1401,             174,              1,      7360,         459,          9,                    248513,                         637,                        114,        14880,           6585,            19
 353,          1404,             174,              1,      7388,         461,          8,                    249925,                         639,                        115,        14933,           6606,            19
 354,          1407,             174,              1,      7479,         468,          8,                    251341,                         641,                        124,        14997,           6637,            19
 355,          1410,             174,              1,      7504,         472,          9,                    252761,                         643,                        116,        15031,           6650,            19
 356,          1413,             174,              1,      7545,         490,          9,                    254185,                         645,                        117,        15103,           6687,            19
 357,          1418,             175,              1,      7553,         487,          8,                    255613,                         646,                        118,        15119,           6688,            29
 358,          1421,             175,              1,      7575,         488,          9,                    257045,                         646,                        118,        15192,           6725,            19
 359,          1424,             175,              1,      7648,         495,          9,                    258481,                         646,                        132,        15224,           6739,            19
 360,          1427,             175,              1,      7527,         478,         10,                    259921,                         650,                        120,        15278,           6764,            20
 361,          1432,             176,              1,      7755,         479,          9,                    261365,                         651,                        120,        15323,           6779,            19
 362,          1439,             178,              1,      7648,         486,          9,                    262813,                         653,                        121,        15378,           6804,            19
 363,          1442,             178,              1,      7655,         485,          8,                    264265,                         655,                        131,        15468,           6862,            20
 364,          1451,             181,              2,      7986,         486,         10,                    265721,                         658,                        122,        15508,           6877,            20
 365,          1454,             181,              1,      8134,         485,          9,                    267181,                         660,                        123,        15533,           6889,            20
 366,          1457,             181,              1,      8016,         496,         10,                    268645,                         662,                        123,        15610,           6932,            20
 367,          1460,             181,              1,      7881,         505,         10,                    270113,                         664,                        125,        15636,           6935,            20
 368,          1465,             182,              1,      7952,         494,         10,                    271585,                         665,                        182,        15664,           6942,            20
 369,          1470,             183,              2,      7783,         482,         10,                    273061,                         666,                        126,        15703,           6959,            20
 370,          1473,             183,              1,      8202,         495,         10,                    274541,                         668,                        126,        15788,           6998,            20
 371,          1476,             183,              1,      8310,         508,         10,                    276025,                         670,                        128,        15830,           7019,            20
 372,          1479,             183,              2,      7846,         495,         16,                    277513,                         672,                        580,        15886,           7043,            27
 373,          1484,             184,              3,      7831,         495,         22,                    279005,                         673,                        248,        15923,           7058,            31
 374,          1487,             184,              3,      8103,         496,         18,                    280501,                         675,                        221,        15979,           7088,            30
 375,          1490,             184,              3,      8163,         498,         17,                    282001,                         677,                        245,        16034,           7124,            35
 376,          1495,             185,              3,      8137,         504,         18,                    283505,                         678,                        248,        16065,           7124,            32
 377,          1502,             187,              3,      8097,         499,         17,                    285013,                         680,                        250,        16112,           7146,            36
 378,          1511,             190,              3,      8270,         515,         19,                    286525,                         683,                        258,        16169,           7175,            44
 379,          1516,             191,              3,      8293,         516,         18,                    288041,                         684,                        272,        16237,           7207,            82
 380,          1519,             191,              8,      8249,         512,         41,                    289561,                         686,                        322,        16292,           7250,            36
 381,          1522,             191,              3,      8287,         517,         18,                    291085,                         688,                        261,        16327,           7262,            35
 382,          1527,             192,              3,      8062,         506,         20,                    292613,                         689,                        257,        16379,           7277,            35
 383,          1530,             192,              4,      8143,         519,         18,                    294145,                         691,                        256,        16451,           7318,            35
 384,          1537,             194,              3,      8654,         519,         27,                    295681,                         693,                        260,        16478,           7323,            35
 385,          1540,             194,              3,      8600,         509,         18,                    297221,                         695,                        265,        16553,           7367,            34
 386,          1543,             194,              3,      8603,         517,         18,                    298765,                         697,                        264,        16578,           7371,            35
 387,          1546,             194,              3,      8608,         517,         17,                    300313,                         699,                        261,        16599,           7378,            35
 388,          1549,             194,              3,      8370,         513,         18,                    301865,                         701,                        267,        16679,           7418,            37
 389,          1554,             195,              3,      8419,         518,         19,                    303421,                         702,                        263,        16722,           7427,            36
 390,          1561,             197,              3,      8681,         527,         19,                    304981,                         704,                        273,        16780,           7453,            37
 391,          1564,             197,              4,      8621,         527,         18,                    306545,                         706,                        267,        16840,           7485,            37
 392,          1569,             198,              3,      8468,         533,         18,                    308113,                         707,                        276,        16889,           7502,            37
 393,          1572,             198,              3,      8705,         542,         18,                    309685,                         709,                        274,        16914,           7517,            36
 394,          1575,             198,              3,      8463,         520,         18,                    311261,                         711,                        275,        16981,           7542,            36
 395,          1580,             199,              3,      8633,         532,         18,                    312841,                         712,                        279,        17031,           7566,            39
 396,          1583,             199,              4,      8425,         531,         18,                    314425,                         714,                        280,        17085,           7593,            37
 397,          1586,             199,              4,      8519,         544,         18,                    316013,                         716,                        277,        17125,           7610,            38
 398,          1589,             199,              4,      8502,         537,         18,                    317605,                         718,                        291,        17188,           7638,            23
 399,          1594,             200,              2,      8529,         539,         11,                    319201,                         719,                        147,        17215,           7650,            22
 400,          1597,             200,              2,      8508,         535,         10,                    320801,                         721,                        147,        17274,           7675,            55
 401,          1600,             200,              2,      8552,         538,         10,                    322405,                         723,                        148,        17307,           7690,            23
 402,          1605,             201,              2,      8760,         535,         10,                    324013,                         724,                        165,        17401,           7739,            23
 403,          1610,             202,              2,      8655,         538,         10,                    325625,                         725,                        149,        17430,           7746,            23
 404,          1619,             205,              2,      8600,         537,         10,                    327241,                         728,                        152,        17488,           7770,            22
 405,          1622,             205,              2,      8832,         544,          9,                    328861,                         730,                        151,        17526,           7792,            23
 406,          1625,             205,              2,      8674,         549,         10,                    330485,                         732,                        151,        17568,           7803,            23
 407,          1628,             205,              2,      8701,         552,          9,                    332113,                         734,                        152,        17620,           7832,            22
 408,          1631,             205,              2,      8876,         549,         11,                    333745,                         734,                        153,        17660,           7843,            23
 409,          1634,             205,              4,      8916,         551,         10,                    335381,                         737,                        154,        17697,           7862,            23
 410,          1637,             205,              2,      8891,         552,         10,                    337021,                         739,                        155,        17771,           7902,            23
 411,          1644,             207,              2,      8901,         552,         10,                    338665,                         741,                        174,        17805,           7929,            40
 412,          1653,             210,              5,      8948,         548,         10,                    340313,                         744,                        156,        17862,           7950,            25
 413,          1656,             210,              2,      8925,         556,         11,                    341965,                         746,                        157,        17934,           7983,            23
 414,          1659,             210,              2,      9287,         550,         10,                    343621,                         748,                        157,        17973,           7997,            26
 415,          1662,             210,              3,      9297,         553,         20,                    345281,                         750,                        392,        18010,           8015,            39
