   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, icantbelieveitcansort_cmp, icantbelieveitcansort_swaps, icantbelieveitcansort_time, heapsort_cmp, heapsort_swaps, heapsort_time
   0,             1,               0,              0,         1,           0,          1,                         1,                           0,                          0,            6,              0,             1
   1,             1,               0,              0,         1,           0,          0,                         5,                           0,                          0,           10,              1,             1
   2,             4,               0,              0,        15,           2,          5,                        13,                           2,                          0,           22,              4,             1
   3,             9,               1,              5,        19,           2,          1,                        25,                           3,                          0,           28,              5,             1
   4,            12,               1,              0,        33,           4,          7,                        41,                           5,                          0,           49,             12,             6
   5,            21,               4,              0,        41,           4,          1,                        61,                           8,                          1,           64,             18,             1
   6,            28,               6,              0,        59,           7,          8,                        85,                          10,                          0,           79,             21,             1
   7,            39,              10,              0,        86,          10,          1,                       113,                          14,                          0,           89,             24,             2
   8,            48,              13,              0,        89,          10,          1,                       145,                          17,                          0,          117,             34,             1
   9,            61,              18,              0,       114,          13,          1,                       181,                          22,                          1,          141,             43,             1
  10,            66,              19,              0,       139,          16,          1,                       221,                          23,                          1,          167,             53,             1
  11,            71,              20,              0,       159,          18,          1,                       265,                          24,                          1,          184,             60,             1
  12,            78,              22,              0,       161,          18,          1,                       313,                          26,                          1,          216,             74,             1
  13,            81,              22,              1,       191,          19,          3,                       365,                          28,                          3,          237,             84,             4
  14,            98,              29,              1,       197,          21,          3,                       421,                          35,                          3,          255,             90,             3
  15,           117,              37,              1,       206,          21,          2,                       481,                          43,                          2,          272,             97,             2
  16,           140,              47,              0,       243,          24,          3,                       545,                          53,                          2,          298,            106,             2
  17,           173,              62,              1,       255,          25,          2,                       613,                          68,                          3,          313,            113,             3
  18,           200,              74,              2,       282,          28,          5,                       685,                          80,                          4,          346,            123,             3
  19,           211,              78,              2,       301,          31,          4,                       761,                          84,                          4,          367,            132,             3
  20,           240,              91,              2,       321,          33,          5,                       841,                          97,                          6,          385,            136,             4
  21,           277,             108,              3,       391,          36,          3,                       925,                         114,                          4,          423,            155,             3
  22,           284,             110,              1,       382,          35,          3,                      1013,                         116,                          4,          454,            168,             2
  23,           287,             110,              3,       402,          37,          5,                      1105,                         118,                          8,          471,            173,             3
  24,           332,             131,              2,       402,          39,          3,                      1201,                         139,                          5,          517,            197,             2
  25,           377,             152,              2,       400,          39,          2,                      1301,                         160,                          5,          544,            208,             2
  26,           404,             164,              4,       429,          44,          7,                      1405,                         172,                          9,          563,            213,             5
  27,           453,             187,              4,       468,          44,          5,                      1513,                         195,                         15,          580,            218,             4
  28,           498,             208,              5,       484,          45,          5,                      1625,                         216,                         11,          623,            239,             5
  29,           529,             222,              5,       516,          51,          6,                      1741,                         230,                         12,          647,            246,             5
  30,           562,             237,              5,       535,          53,          6,                      1861,                         245,                         13,          667,            253,             6
  31,           581,             245,              5,       573,          56,          6,                      1985,                         253,                         14,          683,            256,             5
  32,           604,             255,              3,       599,          51,          7,                      2113,                         263,                          8,          723,            272,             3
  33,           657,             280,              3,       636,          59,          4,                      2245,                         288,                          8,          752,            288,             3
  34,           718,             309,              3,       632,          57,          4,                      2381,                         317,                          9,          774,            294,             3
  35,           781,             339,              3,       744,          70,          4,                      2521,                         347,                         36,          792,            296,             3
  36,           806,             350,              4,       695,          64,          8,                      2665,                         358,                         18,          833,            317,             6
  37,           865,             378,              8,       720,          67,          8,                      2813,                         386,                         19,          867,            332,            11
  38,           912,             400,              8,       774,          74,          8,                      2965,                         408,                         15,          886,            331,             7
  39,           953,             419,              9,       768,          73,          9,                      3121,                         427,                         21,          938,            363,             7
  40,          1004,             443,              9,       817,          77,          9,                      3281,                         451,                         12,          960,            372,             4
  41,          1067,             473,             40,       821,          77,          5,                      3445,                         481,                         54,          979,            381,            11
  42,          1112,             494,              8,       845,          84,          5,                      3613,                         502,                          3,         1025,            397,            10
  43,          1189,             531,              5,       870,          81,          5,                      3785,                         539,                          4,         1068,            418,             4
  44,          1204,             537,              8,       889,          80,          9,                      3961,                         545,                          4,         1061,            410,            18
  45,          1281,             574,              6,       936,          87,          8,                      4141,                         582,                          3,         1091,            422,            16
  46,          1290,             577,              6,      1017,          89,          7,                      4325,                         585,                          3,         1134,            440,             6
  47,          1359,             610,              6,      1026,          88,          5,                      4513,                         618,                          3,         1172,            458,             4
  48,          1432,             645,              6,      1053,          97,          5,                      4705,                         653,                          3,         1219,            474,             4
  49,          1489,             672,              2,      1028,          92,         10,                      4901,                         680,                          6,         1260,            497,             8
  50,          1520,             686,              2,      1019,          98,         10,                      5101,                         694,                          6,         1298,            516,             8
  51,          1603,             726,              2,      1106,         100,          6,                      5305,                         734,                          3,         1327,            524,             5
  52,          1630,             738,              1,      1155,         109,          6,                      5513,                         746,                          3,         1370,            542,             5
  53,          1635,             739,              1,      1190,         110,         12,                      5725,                         747,                          4,         1413,            561,             5
  54,          1718,             779,              1,      1113,         102,          6,                      5941,                         787,                          4,         1467,            591,             5
  55,          1781,             809,              1,      1181,         107,          6,                      6161,                         817,                          4,         1478,            596,             5
  56,          1820,             827,              1,      1272,         116,          6,                      6385,                         835,                          5,         1510,            607,             5
  57,          1849,             840,              1,      1275,         117,         13,                      6613,                         848,                          8,         1505,            599,             9
  58,          1870,             849,              2,      1268,         121,         12,                      6845,                         857,                          7,         1570,            632,             9
  59,          1953,             889,              2,      1330,         125,         11,                      7081,                         897,                          6,         1599,            638,             8
  60,          1980,             901,              2,      1376,         125,         12,                      7321,                         909,                          8,         1630,            658,             9
  61,          2102,             961,              2,      1427,         123,         13,                      7565,                         969,                          9,         1666,            676,             9
  62,          2147,             982,              2,      1339,         126,         11,                      7813,                         990,                          8,         1667,            665,             9
  63,          2180,             997,              2,      1399,         130,         13,                      8065,                        1005,                          9,         1665,            657,             9
  64,          2185,             998,              2,      1439,         136,         13,                      8321,                        1006,                          9,         1719,            678,            11
  65,          2254,            1031,              2,      1472,         132,         12,                      8581,                        1039,                          9,         1757,            696,            10
  66,          2275,            1040,              2,      1561,         135,         45,                      8845,                        1048,                         10,         1805,            720,            11
  67,          2328,            1065,              3,      1581,         135,         15,                      9113,                        1073,                         10,         1861,            744,            11
  68,          2435,            1117,              2,      1632,         142,         15,                      9385,                        1125,                         10,         1889,            753,            20
  69,          2438,            1117,              2,      1661,         148,         21,                      9661,                        1127,                          9,         1914,            757,            10
  70,          2521,            1157,              3,      1579,         151,          6,                      9941,                        1167,                          6,         1945,            774,             7
  71,          2582,            1186,              2,      1581,         145,          4,                     10225,                        1196,                          6,         1988,            791,             6
  72,          2683,            1235,              2,      1696,         153,          3,                     10513,                        1245,                          6,         2015,            797,             6
  73,          2824,            1304,              2,      1749,         151,          3,                     10805,                        1314,                          6,         2072,            828,             6
  74,          2887,            1334,              2,      1678,         159,          3,                     11101,                        1344,                          6,         2112,            855,            11
  75,          3018,            1398,              2,      1828,         164,          4,                     11401,                        1408,                          7,         2162,            882,             7
  76,          3155,            1465,              2,      1815,         157,          4,                     11705,                        1475,                          7,         2180,            881,             7
  77,          3218,            1495,              4,      1811,         166,          7,                     12013,                        1505,                         13,         2217,            895,            17
  78,          3295,            1532,              3,      1775,         167,          8,                     12325,                        1542,                         10,         2282,            925,             8
  79,          3380,            1573,              2,      1801,         168,          4,                     12641,                        1583,                          7,         2286,            916,             8
  80,          3495,            1629,              2,      1861,         168,          4,                     12961,                        1639,                          7,         2294,            916,             7
  81,          3606,            1683,              2,      1937,         172,          3,                     13285,                        1693,                          7,         2357,            952,             7
  82,          3699,            1728,              2,      1882,         174,          4,                     13613,                        1738,                          8,         2391,            973,             7
  83,          3788,            1771,              2,      1948,         181,          3,                     13945,                        1781,                          8,         2437,            981,             7
  84,          3943,            1847,              2,      2055,         178,          4,                     14281,                        1857,                          8,         2482,           1001,             7
  85,          4038,            1893,              2,      2086,         181,          4,                     14621,                        1903,                          8,         2516,           1020,             7
  86,          4057,            1901,              2,      2123,         183,          4,                     14965,                        1911,                          8,         2556,           1039,             7
  87,          4218,            1980,              2,      2146,         195,          4,                     15313,                        1990,                          9,         2600,           1058,             7
  88,          4319,            2029,              2,      2155,         197,          5,                     15665,                        2039,                          9,         2610,           1062,             7
  89,          4428,            2082,              2,      2236,         192,          4,                     16021,                        2092,                          9,         2614,           1058,             8
  90,          4537,            2135,              2,      2132,         192,          4,                     16381,                        2145,                          9,         2717,           1109,             7
  91,          4626,            2178,              2,      2264,         210,          4,                     16745,                        2188,                          9,         2693,           1091,             9
  92,          4745,            2236,              3,      2311,         205,          4,                     17113,                        2246,                         10,         2763,           1124,             8
  93,          4760,            2242,              3,      2330,         207,          4,                     17485,                        2252,                         10,         2786,           1136,             8
  94,          4948,            2335,              3,      2461,         216,          4,                     17861,                        2345,                         10,         2831,           1153,             8
  95,          5105,            2412,              3,      2308,         206,          4,                     18241,                        2422,                         10,         2861,           1160,             8
  96,          5134,            2425,              3,      2363,         212,          4,                     18625,                        2435,                         10,         2923,           1194,             8
  97,          5251,            2482,              3,      2387,         214,          4,                     19013,                        2492,                         11,         2974,           1220,            27
  98,          5256,            2483,              5,      2427,         219,          8,                     19405,                        2493,                         21,         3007,           1237,            27
  99,          5367,            2537,              5,      2387,         223,          8,                     19801,                        2547,                         19,         3063,           1249,            14
 100,          5422,            2563,              5,      2496,         219,          8,                     20201,                        2573,                         22,         3111,           1274,            18
 101,          5583,            2642,              6,      2583,         233,          8,                     20605,                        2652,                         22,         3129,           1279,            18
 102,          5720,            2709,              6,      2530,         225,          8,                     21013,                        2719,                         20,         3169,           1290,            15
 103,          5729,            2712,              5,      2670,         231,          8,                     21425,                        2722,                         21,         3203,           1300,            15
 104,          5937,            2815,              5,      2738,         226,          7,                     21841,                        2825,                         22,         3250,           1331,            16
 105,          5964,            2827,              5,      2664,         231,          8,                     22261,                        2837,                         23,         3277,           1339,            16
 106,          6129,            2908,              6,      2794,         235,          9,                     22685,                        2918,                         25,         3312,           1352,            16
 107,          6140,            2912,              6,      2771,         236,         12,                     23113,                        2922,                         24,         3351,           1370,            16
 108,          6151,            2916,              6,      2686,         243,          8,                     23545,                        2926,                         25,         3404,           1402,            15
 109,          6342,            3010,              6,      2778,         241,          9,                     23981,                        3020,                         26,         3416,           1401,            17
 110,          6367,            3021,              6,      2840,         248,          9,                     24421,                        3031,                         26,         3480,           1423,            17
 111,          6548,            3110,              6,      2909,         253,          9,                     24865,                        3120,                         26,         3467,           1409,            23
 112,          6607,            3138,              6,      2844,         242,          8,                     25313,                        3148,                         21,         3571,           1467,            17
 113,          6812,            3239,              6,      2971,         239,          7,                     25765,                        3249,                         24,         3551,           1463,             9
 114,          6935,            3299,              7,      2872,         254,          9,                     26221,                        3309,                         29,         3639,           1506,            10
 115,          7144,            3402,              7,      3154,         246,          9,                     26681,                        3412,                         27,         3649,           1496,             9
 116,          7251,            3454,              7,      2846,         254,          8,                     27145,                        3464,                         28,         3735,           1541,             9
 117,          7462,            3558,              6,      3045,         251,          9,                     27613,                        3568,                         28,         3720,           1522,             9
 118,          7493,            3572,              7,      2934,         256,          9,                     28085,                        3582,                         28,         3806,           1572,             9
 119,          7598,            3623,              7,      3052,         274,          9,                     28561,                        3633,                         28,         3820,           1585,            10
 120,          7789,            3717,              7,      3213,         263,         10,                     29041,                        3727,                         29,         3879,           1595,             9
 121,          7890,            3766,              7,      3242,         264,         10,                     29525,                        3776,                         28,         3900,           1609,             9
 122,          7941,            3790,              7,      3074,         265,         10,                     30013,                        3800,                         28,         3936,           1624,            11
 123,          7956,            3796,              7,      3090,         265,         10,                     30505,                        3806,                         32,         3968,           1639,            11
 124,          8127,            3880,              8,      3183,         279,         10,                     31001,                        3890,                         33,         3989,           1643,            11
 125,          8284,            3957,              8,      3234,         289,         11,                     31501,                        3967,                         32,         4045,           1678,            10
 126,          8389,            4008,              8,      3287,         287,         11,                     32005,                        4018,                         33,         4058,           1680,            11
 127,          8516,            4070,              8,      3251,         287,         10,                     32513,                        4080,                         33,         4120,           1710,            10
 128,          8745,            4183,              8,      3430,         304,         11,                     33025,                        4193,                         32,         4164,           1729,            11
 129,          8902,            4260,              8,      3301,         297,         14,                     33541,                        4270,                         36,         4129,           1707,            11
 130,          9129,            4372,              8,      3481,         291,         11,                     34061,                        4382,                         32,         4205,           1732,            11
 131,          9368,            4490,              9,      3555,         295,         11,                     34585,                        4500,                         35,         4216,           1730,            11
 132,          9593,            4601,              9,      3503,         313,         11,                     35113,                        4611,                         35,         4242,           1744,            11
 133,          9808,            4707,              9,      3536,         293,         11,                     35645,                        4717,                         34,         4296,           1773,            11
 134,          9859,            4731,             18,      3451,         308,         26,                     36181,                        4741,                         27,         4315,           1780,            10
 135,         10022,            4811,              9,      3557,         302,          9,                     36721,                        4821,                         27,         4381,           1800,             9
 136,         10207,            4902,              8,      3673,         320,         11,                     37265,                        4912,                         28,         4422,           1818,            11
 137,         10446,            5020,              8,      3684,         321,          9,                     37813,                        5030,                         36,         4446,           1831,             7
 138,         10599,            5095,              6,      3556,         324,          7,                     38365,                        5105,                         21,         4463,           1831,             7
 139,         10626,            5107,              6,      3608,         318,          7,                     38921,                        5117,                         21,         4546,           1873,             7
 140,         10683,            5134,              6,      3796,         331,          7,                     39481,                        5144,                         21,         4558,           1873,             7
 141,         10848,            5215,              6,      3749,         335,          7,                     40045,                        5225,                         22,         4594,           1896,             7
 142,         10881,            5230,              6,      3723,         337,          7,                     40613,                        5240,                         22,         4667,           1932,             7
 143,         11132,            5354,              6,      3865,         344,          7,                     41185,                        5364,                         22,         4697,           1938,             7
 144,         11353,            5463,              6,      3962,         330,          7,                     41761,                        5473,                         79,         4721,           1941,            11
 145,         11462,            5516,             10,      4092,         341,         12,                     42341,                        5526,                         23,         4817,           1991,             7
 146,         11665,            5616,              7,      3846,         337,         10,                     42925,                        5626,                         23,         4813,           1992,             7
 147,         11914,            5739,              7,      4030,         332,          7,                     43513,                        5749,                         23,         4913,           2032,             7
 148,         12059,            5810,              7,      4000,         345,          7,                     44105,                        5820,                         24,         4925,           2029,             8
 149,         12252,            5905,              7,      4046,         351,          7,                     44701,                        5915,                         24,         4938,           2037,             7
 150,         12529,            6042,              7,      4084,         349,          8,                     45301,                        6052,                         24,         4987,           2060,             8
 151,         12678,            6115,              7,      4126,         365,          7,                     45905,                        6125,                         24,         5081,           2097,             8
 152,         12721,            6135,              7,      4056,         359,          7,                     46513,                        6145,                         25,         5107,           2119,             8
 153,         12966,            6256,              7,      4074,         352,          7,                     47125,                        6266,                         25,         5135,           2128,             8
 154,         12985,            6264,              7,      4194,         358,          7,                     47741,                        6274,                         25,         5191,           2160,             7
 155,         13146,            6343,              7,      4077,         361,          7,                     48361,                        6353,                         32,         5256,           2180,             8
 156,         13397,            6467,              7,      4385,         353,          7,                     48985,                        6477,                         26,         5251,           2168,             8
 157,         13474,            6504,              8,      4105,         372,          7,                     49613,                        6514,                         26,         5320,           2215,             8
 158,         13483,            6507,              7,      4246,         376,          7,                     50245,                        6517,                         27,         5337,           2218,             8
 159,         13720,            6624,              8,      4262,         363,          7,                     50881,                        6634,                         27,         5366,           2232,             8
 160,         13789,            6657,              8,      4255,         371,          8,                     51521,                        6667,                         27,         5424,           2258,             8
 161,         13970,            6746,              8,      4332,         382,          7,                     52165,                        6756,                         28,         5444,           2253,             8
 162,         14211,            6865,              8,      4357,         380,          7,                     52813,                        6875,                         28,         5478,           2277,             8
 163,         14346,            6931,              8,      4411,         388,          8,                     53465,                        6941,                         28,         5586,           2333,             8
 164,         14431,            6972,              8,      4417,         396,          8,                     54121,                        6982,                         29,         5580,           2315,             8
 165,         14460,            6985,              8,      4416,         396,          7,                     54781,                        6995,                         29,         5617,           2333,             8
 166,         14479,            6993,              8,      4722,         383,          8,                     55445,                        7003,                         29,         5660,           2347,             8
 167,         14664,            7084,              8,      4713,         378,          8,                     56113,                        7094,                         30,         5693,           2367,             9
 168,         14873,            7187,              8,      4458,         394,          8,                     56785,                        7197,                         30,         5745,           2396,             8
 169,         15120,            7309,              8,      4847,         391,          8,                     57461,                        7319,                         30,         5773,           2412,             8
 170,         15369,            7432,             10,      4850,         393,          8,                     58141,                        7442,                         31,         5851,           2452,            10
 171,         15598,            7545,              9,      4600,         402,          8,                     58825,                        7555,                         31,         5876,           2454,             9
 172,         15942,            7716,              9,      4885,         414,          8,                     59513,                        7726,                         31,         5914,           2475,             9
 173,         16159,            7823,              9,      4985,         399,          8,                     60205,                        7833,                         32,         5922,           2481,             9
 174,         16202,            7843,              9,      4800,         417,          8,                     60901,                        7853,                         32,         5976,           2507,             9
 175,         16375,            7928,              9,      4889,         418,          7,                     61601,                        7938,                         32,         6029,           2517,             9
 176,         16690,            8084,              9,      4924,         432,          9,                     62305,                        8094,                         40,         6058,           2532,             9
 177,         16873,            8174,              9,      4888,         433,          9,                     63013,                        8184,                         33,         6137,           2566,             9
 178,         17052,            8262,             10,      4898,         438,          9,                     63725,                        8272,                         33,         6154,           2576,             9
 179,         17399,            8434,             10,      5188,         426,          9,                     64441,                        8444,                         34,         6169,           2574,             9
 180,         17546,            8506,             10,      5166,         439,         11,                     65161,                        8516,                         46,         6219,           2598,            17
 181,         17803,            8633,             10,      4997,         420,          9,                     65885,                        8643,                         35,         6261,           2619,            10
 182,         18094,            8777,             10,      5076,         442,         11,                     66613,                        8787,                         35,         6298,           2641,             9
 183,         18387,            8922,             10,      4940,         422,          8,                     67345,                        8932,                         35,         6324,           2657,             9
 184,         18462,            8958,             10,      5145,         443,          9,                     68081,                        8968,                         36,         6404,           2684,             9
 185,         18525,            8988,             10,      5343,         457,          9,                     68821,                        8998,                         36,         6408,           2682,             9
 186,         18784,            9116,             10,      5493,         457,         10,                     69565,                        9126,                         36,         6467,           2718,             9
 187,         19139,            9292,             15,      5417,         451,         15,                     70313,                        9302,                         67,         6511,           2725,            16
 188,         19406,            9424,             16,      5208,         453,         15,                     71065,                        9434,                         68,         6592,           2768,            15
 189,         19663,            9551,             17,      5063,         438,         16,                     71821,                        9561,                         71,         6672,           2808,            17
 190,         19764,            9600,             18,      5384,         479,         17,                     72581,                        9610,                         74,         6663,           2798,            49
 191,         19825,            9629,             17,      5269,         455,         18,                     73345,                        9639,                         71,         6718,           2829,            17
 192,         19936,            9683,             17,      5409,         463,         16,                     74113,                        9693,                         72,         6761,           2836,            17
 193,         20021,            9724,             16,      5483,         462,         17,                     74885,                        9734,                         76,         6837,           2878,            17
 194,         20340,            9882,             17,      5413,         468,         18,                     75661,                        9892,                         67,         6887,           2906,            17
 195,         20413,            9917,             17,      5455,         473,         18,                     76441,                        9927,                         69,         6904,           2917,            17
 196,         20622,           10020,             18,      5439,         486,         18,                     77225,                       10030,                         77,         6926,           2919,            18
 197,         20745,           10080,             18,      5551,         467,         16,                     78013,                       10090,                         76,         6925,           2905,            18
 198,         20888,           10150,             18,      5627,         486,         25,                     78805,                       10160,                         42,         7003,           2950,            12
 199,         20985,           10197,             15,      5698,         476,         11,                     79601,                       10207,                         42,         7039,           2968,            11
 200,         20994,           10200,             12,      5644,         477,         10,                     80401,                       10210,                         42,         7093,           2989,            11
 201,         21279,           10341,             12,      5607,         476,          9,                     81205,                       10351,                         42,         7146,           3010,            11
 202,         21498,           10449,             12,      5655,         500,         10,                     82013,                       10459,                         53,         7211,           3040,            11
 203,         21563,           10480,             12,      5653,         501,         10,                     82825,                       10490,                         43,         7220,           3036,            11
 204,         21788,           10591,             12,      5655,         506,         10,                     83641,                       10601,                         43,         7280,           3073,            11
 205,         22113,           10752,             13,      5966,         490,         10,                     84461,                       10762,                         44,         7310,           3089,            11
