   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, icantbelieveitcansort_cmp, icantbelieveitcansort_swaps, icantbelieveitcansort_time, heapsort_cmp, heapsort_swaps, heapsort_time
 784,        299656,          148656,            156,     27774,        2279,         50,                   1230881,                      146731,                        616,        35550,          15574,            48
 785,        300283,          148968,            215,     27729,        2278,         68,                   1234021,                      147034,                       1069,        35655,          15616,            74
 786,        300638,          149144,            246,     27743,        2271,         85,                   1237165,                      147204,                       1174,        35761,          15679,            84
 787,        301195,          149421,            260,     27934,        2268,         84,                   1240313,                      147472,                       1188,        35884,          15719,            76
 788,        302356,          150000,            250,     28417,        2272,         83,                   1243465,                      148035,                       1195,        35892,          15746,            72
 789,        303189,          150415,            232,     28260,        2239,         52,                   1246621,                      148438,                        622,        35954,          15775,            51
 790,        304452,          151045,            158,     28102,        2278,         51,                   1249781,                      149048,                        624,        36005,          15796,            49
 791,        305349,          151492,            201,     29250,        2292,         53,                   1252945,                      149483,                        625,        36104,          15847,            49
 792,        306352,          151992,            162,     28730,        2304,         51,                   1256113,                      149971,                        627,        36088,          15786,            49
 793,        306461,          152045,            162,     28107,        2276,         49,                   1259285,                      150023,                        629,        36156,          15844,            49
 794,        307454,          152540,            160,     29998,        2303,         53,                   1262461,                      150506,                        630,        36205,          15889,            49
 795,        308191,          152907,            160,     29051,        2320,         51,                   1265641,                      150861,                        633,        36287,          15932,            48
 796,        308794,          153207,            161,     28257,        2298,         51,                   1268825,                      151152,                        634,        36329,          15937,            49
 797,        309743,          153680,            161,     28807,        2287,         50,                   1272013,                      151613,                        636,        36341,          15953,            49
 798,        310848,          154231,            162,     28298,        2307,         50,                   1275205,                      152149,                        638,        36432,          15988,            49
 799,        311091,          154351,            162,     28586,        2337,         51,                   1278401,                      152263,                        885,        36471,          15978,            64
 800,        311876,          154742,            205,     28662,        2323,         67,                   1281601,                      152642,                        675,        36451,          15986,            50
 801,        313079,          155342,            182,     28497,        2312,         52,                   1284805,                      153226,                        649,        36462,          15999,            50
 802,        313966,          155784,            167,     28744,        2341,         53,                   1288013,                      153656,                        642,        36659,          16092,            50
 803,        314205,          155902,            166,     28737,        2321,         52,                   1291225,                      153768,                        644,        36654,          16067,            50
 804,        315450,          156523,            164,     28556,        2323,         53,                   1294441,                      154370,                        646,        36717,          16121,            49
 805,        316343,          156968,            164,     28878,        2380,         51,                   1297661,                      154802,                        649,        36873,          16202,            50
 806,        317520,          157555,            165,     30327,        2302,         51,                   1300885,                      155372,                        651,        36716,          16082,            50
 807,        317711,          157649,            165,     30209,        2328,         51,                   1304113,                      155461,                        710,        36853,          16155,            50
 808,        318434,          158009,            166,     28954,        2376,         52,                   1307345,                      155810,                        655,        36933,          16219,            50
 809,        318993,          158287,            166,     29893,        2309,         52,                   1310581,                      156079,                        655,        37062,          16274,            50
 810,        319444,          158511,            166,     29553,        2306,         51,                   1313821,                      156296,                        657,        37026,          16270,            50
 811,        319643,          158609,            166,     29593,        2349,         54,                   1317065,                      156388,                        662,        37134,          16305,            65
 812,        320470,          159021,            167,     28966,        2360,         55,                   1320313,                      156788,                        658,        37161,          16292,            53
 813,        322096,          159833,            171,     30005,        2311,         54,                   1323565,                      157571,                        660,        37142,          16300,            51
 814,        322583,          160075,            167,     29200,        2329,         52,                   1326821,                      157806,                        877,        37278,          16372,            61
 815,        323830,          160697,            209,     28995,        2319,         55,                   1330081,                      158411,                        753,        37322,          16385,            53
 816,        324657,          161109,            169,     29968,        2318,         53,                   1333345,                      158811,                        682,        37410,          16443,            51
 817,        326248,          161903,            171,     30025,        2330,         53,                   1336613,                      159577,                        672,        37506,          16489,            55
 818,        327387,          162471,            170,     29729,        2390,         53,                   1339885,                      160129,                        672,        37492,          16428,            50
 819,        328456,          163004,            170,     30669,        2371,         52,                   1343161,                      160649,                        681,        37595,          16482,            50
 820,        330065,          163807,            171,     30465,        2376,         53,                   1346441,                      161424,                        725,        37626,          16520,            52
 821,        330416,          163981,            172,     30369,        2403,         55,                   1349725,                      161592,                        676,        37749,          16583,            51
 822,        331403,          164473,            172,     29766,        2419,         54,                   1353013,                      162071,                        678,        37633,          16487,            51
 823,        332150,          164845,            172,     28956,        2375,         54,                   1356305,                      162431,                        680,        37728,          16555,            51
 824,        332605,          165071,            173,     30158,        2371,         53,                   1359601,                      162650,                        681,        37788,          16602,            51
 825,        333736,          165635,            174,     29657,        2381,         52,                   1362901,                      163198,                        686,        37825,          16597,            51
 826,        334523,          166027,            174,     29022,        2414,         55,                   1366205,                      163578,                        684,        37906,          16656,            52
 827,        335232,          166380,            175,     29280,        2454,         54,                   1369513,                      163920,                        686,        37967,          16653,            51
 828,        336071,          166798,            174,     29718,        2411,         52,                   1372825,                      164326,                        688,        38030,          16688,            52
 829,        337612,          167567,            175,     30736,        2404,         54,                   1376141,                      165069,                        695,        38171,          16750,            53
 830,        337883,          167701,            177,     29702,        2421,         54,                   1379461,                      165197,                        848,        38174,          16775,            80
 831,        338320,          167918,            267,     29907,        2396,         91,                   1382785,                      165407,                        818,        38160,          16754,            54
 832,        338735,          168124,            177,     29675,        2431,         57,                   1386113,                      165606,                        695,        38289,          16834,            52
 833,        339238,          168374,            176,     31431,        2384,         55,                   1389445,                      165849,                        696,        38254,          16804,            52
 834,        340393,          168950,            177,     29812,        2417,         53,                   1392781,                      166409,                        697,        38421,          16889,            52
 835,        341892,          169698,            178,     31207,        2418,         54,                   1396121,                      167131,                        758,        38349,          16838,            52
 836,        343339,          170420,            178,     30160,        2436,         54,                   1399465,                      167828,                        702,        38449,          16891,            52
 837,        343414,          170456,            178,     30059,        2421,         54,                   1402813,                      167863,                        705,        38488,          16894,            52
 838,        344213,          170854,            179,     30915,        2412,         54,                   1406165,                      168249,                        726,        38475,          16882,            54
 839,        345456,          171474,            180,     29997,        2495,         54,                   1409521,                      168852,                        707,        38649,          16980,            53
 840,        345693,          171591,            179,     29720,        2457,         54,                   1412881,                      168963,                        710,        38766,          17017,            53
 841,        347152,          172319,            180,     30218,        2449,         53,                   1416245,                      169666,                        722,        38705,          16969,            53
 842,        348255,          172869,            181,     30242,        2499,         55,                   1419613,                      170203,                        711,        38709,          17003,            52
 843,        349020,          173250,            181,     30042,        2498,         55,                   1422985,                      170572,                        713,        38880,          17087,            52
 844,        349079,          173278,            181,     30393,        2474,         54,                   1426361,                      170599,                        712,        38913,          17086,            53
 845,        349166,          173320,            181,     30446,        2484,         55,                   1429741,                      170640,                        713,        38879,          17043,            53
 846,        350613,          174042,            184,     30806,        2436,        172,                   1433125,                      171338,                       1257,        38970,          17125,            77
 847,        350718,          174093,            185,     30835,        2417,         56,                   1436513,                      171388,                        720,        39045,          17170,            53
 848,        351381,          174423,            182,     30458,        2448,         54,                   1439905,                      171709,                        721,        39017,          17162,            54
 849,        352200,          174831,            183,     30986,        2466,         54,                   1443301,                      172105,                        720,        39102,          17175,            53
 850,        353709,          175584,            184,     31304,        2486,         94,                   1446701,                      172832,                        735,        39184,          17221,            53
 851,        353884,          175670,            186,     30651,        2511,         56,                   1450105,                      172916,                        723,        39298,          17291,            53
 852,        353969,          175711,            185,     31356,        2494,         56,                   1453513,                      172956,                        726,        39343,          17304,            55
 853,        354736,          176093,            184,     30564,        2529,         55,                   1456925,                      173327,                        737,        39420,          17379,            53
 854,        355543,          176495,            184,     31417,        2467,         56,                   1460341,                      173717,                        806,        39418,          17318,            54
 855,        356544,          176994,            186,     30457,        2511,         57,                   1463761,                      174203,                        733,        39422,          17310,            53
 856,        358141,          177791,            186,     31374,        2511,         55,                   1467185,                      174974,                        737,        39477,          17364,            54
 857,        358666,          178052,            186,     30853,        2502,         57,                   1470613,                      175228,                        739,        39500,          17360,            56
 858,        358805,          178120,            187,     31740,        2499,         56,                   1474045,                      175294,                        738,        39626,          17456,            54
 859,        359856,          178644,            187,     31054,        2553,         56,                   1477481,                      175804,                        745,        39682,          17455,            54
 860,        361053,          179241,            187,     30551,        2552,         55,                   1480921,                      176384,                        743,        39580,          17393,            54
 861,        362272,          179849,            296,     31029,        2536,        119,                   1484365,                      176975,                       1207,        39747,          17457,            55
 862,        362737,          180080,            213,     30607,        2528,         58,                   1487813,                      177198,                        757,        39770,          17471,            55
 863,        363416,          180418,            189,     31566,        2506,         58,                   1491265,                      177526,                        754,        39830,          17490,            54
 864,        363697,          180557,            255,     31799,        2491,         59,                   1494721,                      177658,                        746,        39864,          17503,            57
 865,        364238,          180826,            189,     31734,        2496,         55,                   1498181,                      177919,                        751,        39930,          17539,            54
 866,        365675,          181543,            190,     32063,        2513,         56,                   1501645,                      178612,                        755,        40053,          17615,            55
 867,        366584,          181996,            190,     30946,        2591,         57,                   1505113,                      179052,                        753,        40070,          17608,            54
 868,        366915,          182160,            191,     32586,        2518,         56,                   1508585,                      179209,                        756,        40109,          17601,            54
 869,        367080,          182241,            192,     31973,        2517,         56,                   1512061,                      179287,                        773,        40086,          17570,            55
 870,        368057,          182728,            191,     31695,        2566,         56,                   1515541,                      179760,                        759,        40180,          17658,            54
 871,        368996,          183196,            191,     31437,        2566,         56,                   1519025,                      180215,                        760,        40312,          17706,            55
 872,        369867,          183630,            192,     31597,        2595,         57,                   1522513,                      180636,                        765,        40271,          17674,            55
 873,        370688,          184039,            195,     31945,        2560,         57,                   1526005,                      181032,                        761,        40347,          17742,            55
 874,        372419,          184903,            195,     33151,        2534,         57,                   1529501,                      181866,                        765,        40387,          17748,            57
 875,        373552,          185468,            194,     31260,        2567,         56,                   1533001,                      182416,                        935,        40506,          17797,            56
 876,        374075,          185728,            196,     31285,        2506,         58,                   1536505,                      182668,                        772,        40590,          17842,            55
 877,        375624,          186501,            195,     32710,        2543,         56,                   1540013,                      183413,                        875,        40488,          17799,            56
 878,        376497,          186936,            195,     31962,        2627,         59,                   1543525,                      183835,                        787,        40579,          17842,            55
 879,        377734,          187553,            198,     31995,        2609,         56,                   1547041,                      184434,                        772,        40645,          17860,            55
 880,        378601,          187985,            198,     31120,        2603,         57,                   1550561,                      184853,                        775,        40640,          17871,            57
 881,        379426,          188396,            197,     31775,        2614,         56,                   1554085,                      185251,                        780,        40786,          17938,            55
 882,        381133,          189248,            198,     32971,        2546,         58,                   1557613,                      186073,                        780,        40819,          17932,            55
 883,        382728,          190044,            199,     32334,        2636,         57,                   1561145,                      186841,                        783,        40884,          17950,            55
 884,        383009,          190183,            199,     32871,        2582,         58,                   1564681,                      186973,                        784,        40819,          17917,            55
 885,        384276,          190815,            199,     31815,        2599,         56,                   1568221,                      187586,                        789,        40896,          17975,            55
 886,        384643,          190997,            199,     32643,        2592,         57,                   1571765,                      187761,                        787,        41046,          18064,            55
 887,        385364,          191356,            202,     32670,        2614,         57,                   1575313,                      188109,                        787,        41102,          18056,            55
 888,        385957,          191651,            202,     34252,        2600,         57,                   1578865,                      188394,                        789,        41188,          18089,            57
 889,        386798,          192070,            201,     32697,        2568,         57,                   1582421,                      188799,                        793,        41227,          18155,            56
 890,        387693,          192516,            324,     32842,        2616,         63,                   1585981,                      189231,                        994,        41300,          18163,            57
 891,        387898,          192617,            202,     32879,        2614,         60,                   1589545,                      189326,                        797,        41250,          18126,            56
 892,        388003,          192668,            202,     32814,        2627,         58,                   1593113,                      189376,                        795,        41314,          18161,            68
 893,        388070,          192700,            201,     33000,        2626,         58,                   1596685,                      189407,                        798,        41413,          18207,            56
 894,        388257,          192792,            201,     32249,        2601,         58,                   1600261,                      189496,                        800,        41465,          18262,            56
 895,        389984,          193654,            202,     34646,        2599,         58,                   1603841,                      190327,                        803,        41440,          18232,            56
 896,        391385,          194353,            202,     32575,        2665,         59,                   1607425,                      191003,                        805,        41431,          18219,            56
 897,        392988,          195153,            203,     32755,        2618,         58,                   1611013,                      191773,                        808,        41649,          18337,            56
 898,        393913,          195614,            206,     33017,        2658,         58,                   1614605,                      192219,                        806,        41668,          18335,            56
 899,        393992,          195652,            206,     33037,        2652,         58,                   1618201,                      192256,                        811,        41657,          18332,            56
 900,        395051,          196180,            218,     34403,        2624,         70,                   1621801,                      192766,                        812,        41764,          18390,            57
 901,        395818,          196562,            205,     34540,        2634,         60,                   1625405,                      193134,                        815,        41787,          18381,            57
 902,        396003,          196653,            205,     33872,        2640,         59,                   1629013,                      193222,                        816,        41840,          18420,            57
 903,        397492,          197396,            206,     33434,        2636,         69,                   1632625,                      193938,                        842,        41865,          18397,            80
 904,        399211,          198254,            221,     35563,        2650,         82,                   1636241,                      194764,                        877,        41949,          18467,            58
 905,        400168,          198731,            208,     32473,        2695,         60,                   1639861,                      195225,                        822,        42088,          18524,            57
 906,        401465,          199378,            207,     33296,        2619,         58,                   1643485,                      195850,                        823,        42149,          18569,            57
 907,        401786,          199537,            207,     32854,        2666,         61,                   1647113,                      196001,                        823,        42201,          18574,            57
 908,        402513,          199899,            210,     33025,        2659,         58,                   1650745,                      196351,                        826,        42104,          18528,            57
 909,        403894,          200588,            209,     33990,        2669,         58,                   1654381,                      197018,                        828,        42233,          18586,            57
 910,        404447,          200863,            210,     33432,        2657,         58,                   1658021,                      197284,                        830,        42324,          18620,            57
 911,        404902,          201089,            210,     33860,        2656,         57,                   1661665,                      197501,                        834,        42417,          18664,            57
 912,        406293,          201783,            211,     32856,        2685,         59,                   1665313,                      198172,                        834,        42392,          18670,            57
 913,        407876,          202573,            213,     33608,        2699,         58,                   1668965,                      198931,                        833,        42513,          18729,            59
 914,        409499,          203383,            212,     35400,        2712,         59,                   1672621,                      199709,                        838,        42537,          18752,            58
 915,        410534,          203899,            213,     33636,        2722,         59,                   1676281,                      200206,                        840,        42676,          18808,            58
 916,        411109,          204185,            260,     34659,        2644,         59,                   1679945,                      200482,                        842,        42711,          18813,            58
 917,        412152,          204705,            214,     35165,        2689,         60,                   1683613,                      200983,                        967,        42773,          18828,            81
 918,        412823,          205039,            282,     33303,        2719,         85,                   1687285,                      201304,                        943,        42798,          18837,            59
 919,        413734,          205493,            214,     33302,        2747,         63,                   1690961,                      201742,                        848,        42815,          18820,            58
 920,        413849,          205549,            214,     33621,        2745,         60,                   1694641,                      201797,                        848,        42908,          18884,            58
 921,        413970,          205608,            214,     33635,        2733,         59,                   1698325,                      201855,                        850,        42900,          18893,            58
 922,        415141,          206192,            215,     33794,        2751,         63,                   1702013,                      202420,                        856,        42986,          18923,            59
 923,        415990,          206615,            217,     33157,        2755,         61,                   1705705,                      202827,                        859,        43047,          18964,            58
 924,        417693,          207465,            216,     35279,        2673,         60,                   1709401,                      203644,                        855,        43034,          18925,            58
 925,        418556,          207895,            218,     35283,        2699,         61,                   1713101,                      204058,                        857,        43114,          19008,            58
 926,        420293,          208762,            217,     34676,        2715,         61,                   1716805,                      204891,                        860,        43152,          18999,            58
 927,        420370,          208799,            219,     33940,        2708,         59,                   1720513,                      204927,                        861,        43228,          19047,            58
 928,        420405,          208815,            218,     34842,        2736,         60,                   1724225,                      204942,                        977,        43313,          19083,            59
 929,        421242,          209232,            224,     34183,        2756,         63,                   1727941,                      205342,                        960,        43336,          19075,            60
 930,        421845,          209532,            232,     33887,        2730,         63,                   1731661,                      205630,                       1019,        43447,          19141,            96
 931,        423066,          210141,            319,     33709,        2786,         83,                   1735385,                      206218,                       1183,        43448,          19111,            60
 932,        423139,          210176,            219,     35302,        2709,         64,                   1739113,                      206251,                        871,        43511,          19167,            59
 933,        424192,          210701,            219,     34290,        2811,         62,                   1742845,                      206757,                        872,        43522,          19171,            59
 934,        425513,          211360,            220,     33865,        2746,         61,                   1746581,                      207391,                        874,        43521,          19135,            59
 935,        427216,          212210,            223,     35181,        2768,         61,                   1750321,                      208206,                        876,        43725,          19249,            59
 936,        428487,          212844,            222,     34353,        2802,         61,                   1754065,                      208816,                        878,        43781,          19302,            59
 937,        430200,          213699,            224,     34677,        2773,         61,                   1757813,                      209636,                        880,        43778,          19277,            60
 938,        431853,          214524,            223,     34751,        2776,         61,                   1761565,                      210426,                        882,        43884,          19321,            59
 939,        431920,          214556,            225,     33680,        2811,         62,                   1765321,                      210456,                        884,        43920,          19333,            59
 940,        432341,          214765,            224,     35722,        2802,         61,                   1769081,                      210655,                        940,        44010,          19372,            60
 941,        432632,          214909,            224,     35268,        2721,         62,                   1772845,                      210789,                        899,        44045,          19408,            60
 942,        433375,          215279,            226,     34923,        2744,         62,                   1776613,                      211144,                        889,        43991,          19390,            60
 943,        435260,          216220,            224,     36829,        2737,         62,                   1780385,                      212045,                       1264,        44070,          19428,            61
 944,        435759,          216468,            259,     34250,        2840,         74,                   1784161,                      212281,                        938,        44066,          19423,            61
 945,        437444,          217309,            227,     36115,        2721,         61,                   1787941,                      213085,                        896,        44185,          19461,            64
 946,        438107,          217639,            227,     34188,        2871,         63,                   1791725,                      213400,                        910,        44201,          19468,            60
 947,        438714,          217941,            233,     34394,        2851,         63,                   1795513,                      213690,                        896,        44354,          19542,            61
 948,        438879,          218022,            227,     34655,        2827,         62,                   1799305,                      213766,                        903,        44428,          19589,            60
 949,        439608,          218385,            228,     35140,        2834,         62,                   1803101,                      214113,                        905,        44390,          19572,            59
 950,        440549,          218854,            227,     35413,        2845,         61,                   1806901,                      214562,                        904,        44557,          19654,            61
 951,        441054,          219105,            230,     35047,        2831,         61,                   1810705,                      214801,                        907,        44579,          19659,            61
 952,        442131,          219642,            228,     36039,        2819,         64,                   1814513,                      215316,                        966,        44637,          19690,            60
 953,        443318,          220234,            230,     36248,        2810,         63,                   1818325,                      215884,                        913,        44579,          19629,            60
 954,        444093,          220620,            239,     35637,        2827,         63,                   1822141,                      216252,                        932,        44668,          19678,            61
 955,        445150,          221147,            230,     34859,        2851,         63,                   1825961,                      216757,                       1151,        44758,          19766,            74
 956,        446225,          221683,            447,     34910,        2862,        102,                   1829785,                      217270,                        970,        44882,          19798,            61
 957,        446914,          222026,            231,     35196,        2852,         65,                   1833613,                      217597,                        919,        44790,          19745,            61
 958,        448299,          222717,            234,     35003,        2841,        104,                   1837445,                      218257,                        923,        44931,          19809,            62
 959,        449568,          223350,            232,     35852,        2875,         62,                   1841281,                      218863,                        922,        44972,          19838,            61
 960,        449575,          223352,            232,     35781,        2826,         63,                   1845121,                      218865,                        924,        45057,          19882,            61
 961,        450460,          223793,            243,     35967,        2835,         63,                   1848965,                      219284,                        944,        45066,          19905,            61
 962,        450741,          223932,            233,     35281,        2838,         63,                   1852813,                      219412,                        930,        45147,          19921,            61
 963,        451260,          224190,            233,     35239,        2834,         62,                   1856665,                      219657,                        934,        45217,          19972,            62
 964,        452713,          224915,            298,     35934,        2875,         95,                   1860521,                      220350,                        932,        45355,          20033,            62
 965,        453020,          225067,            234,     35723,        2834,         65,                   1864381,                      220491,                        932,        45309,          20012,            61
 966,        453637,          225374,            234,     35377,        2857,         64,                   1868245,                      220785,                        936,        45363,          19995,            62
 967,        453892,          225500,            236,     35517,        2848,         97,                   1872113,                      220900,                       1094,        45539,          20120,            63
 968,        454687,          225896,            243,     35526,        2872,         67,                   1875985,                      221276,                        968,        45498,          20075,            62
 969,        455544,          226323,            242,     34958,        2907,         66,                   1879861,                      221682,                        940,        45407,          20042,            63
 970,        456807,          226953,            236,     35835,        2883,         65,                   1883741,                      222285,                        955,        45531,          20116,            62
 971,        458190,          227643,            237,     35558,        2903,         65,                   1887625,                      222944,                        944,        45642,          20134,            62
 972,        459213,          228153,            240,     35950,        2860,         64,                   1891513,                      223431,                        946,        45676,          20174,            63
 973,        461138,          229114,            238,     38059,        2847,         63,                   1895405,                      224348,                        948,        45705,          20158,            62
 974,        462941,          230014,            239,     36383,        2894,         64,                   1899301,                      225206,                        950,        45812,          20242,            62
 975,        464470,          230777,            242,     36012,        2862,         63,                   1903201,                      225934,                        995,        45797,          20226,            63
 976,        465413,          231247,            240,     35467,        2931,         66,                   1907105,                      226382,                        955,        45858,          20219,            62
 977,        465686,          231382,            241,     35639,        2917,         66,                   1911013,                      226506,                        956,        45938,          20247,            62
 978,        467173,          232124,            241,     36113,        2932,         65,                   1914925,                      227215,                        957,        45966,          20246,            63
 979,        468582,          232827,            242,     36147,        2931,         64,                   1918841,                      227885,                        992,        46059,          20335,            72
 980,        469209,          233139,            346,     36543,        2863,         90,                   1922761,                      228184,                       1202,        46150,          20387,            64
 981,        469884,          233475,            242,     36498,        2894,         68,                   1926685,                      228504,                        965,        46091,          20331,            63
 982,        470231,          233647,            243,     38481,        2918,         65,                   1930613,                      228665,                        991,        46188,          20402,            63
 983,        470614,          233837,            243,     38559,        2925,         65,                   1934545,                      228844,                        969,        46211,          20382,            63
 984,        472409,          234733,            246,     36295,        2922,         65,                   1938481,                      229698,                        972,        46224,          20383,            63
 985,        472908,          234981,            243,     36183,        2944,         65,                   1942421,                      229933,                        973,        46307,          20461,            62
 986,        473365,          235208,            244,     36852,        2927,         65,                   1946365,                      230149,                        995,        46363,          20475,            66
 987,        473388,          235218,            274,     37635,        2892,         67,                   1950313,                      230157,                        978,        46404,          20473,            63
 988,        473643,          235344,            245,     36188,        2947,         67,                   1954265,                      230272,                        979,        46436,          20492,            63
 989,        474014,          235528,            248,     36171,        2968,         66,                   1958221,                      230445,                        988,        46497,          20537,            64
 990,        475863,          236451,            246,     36752,        2942,         66,                   1962181,                      231325,                       1000,        46652,          20605,            64
